SampleID,MASSFLOW,TIN,POWERIN,RHO_LBE,Cp_LBE,K_LBE,MU_LBE,DEVAR,XI_0,XI_1,XI_2,XI_3,XI_4,XI_5,XI_6,XI_7,XI_8,XI_9,XI_10,XI_11,XI_12,XI_13,XI_14,XI_15,XI_16,XI_17,XI_18,XI_19
10,1.3112518550221215,509.01177274785744,3969.5151693748057,10703.80526519539,117.34255965298674,6.772279401960928,0.0004423417506112104,1.2107354584525005,-0.2850496395417176,-0.5212441087195627,0.03681477247311207,0.29385292391974915,-1.0070628661133036,1.0109458369022473,0.6385751804148696,0.15225556729107537,-1.1848281858737133,0.2591112587698053,-1.2304279027603977,-1.8141228578114648,0.8309094482494366,0.41939926187254517,0.16278522205337867,-0.19677441883809052,1.629753970752012,-2.384037788790324,-1.0875058400098068,1.5453745505721854
11,1.2929993622988447,507.18278781890353,4040.5875322719858,10630.241717321935,123.7150471615459,7.759327010120883,0.0004554721542531014,1.6804513058197241,-1.8220866731421692,-0.3250212719301382,-0.3763666657847873,0.8753271864441206,-0.5432747232347559,-1.8844079522862527,-1.0378869623339542,0.7283338429232298,1.2849428148605289,-0.6267914355446901,-1.5358800223437015,-1.1314881071348424,-0.7087090521208502,0.5968282522933234,0.6792451982405895,-1.1311694045001137,-0.6096765536046443,-0.06645061356214864,0.4536711919480419,0.8606806907479864
12,1.2947967176928261,507.6627391505742,4030.264990862287,10768.831706947018,116.09662926285824,6.120100966733561,0.0004615244325301622,0.2935975796741529,-0.9837985044141139,0.1172407118708659,-1.129418217761001,1.8383792609772935,-0.4827245060674409,-0.39376507789189924,-1.591970051273899,-1.4299279275640846,-0.055450556408158026,-0.6821708197339689,-1.3657979449155815,-1.0663607195167586,0.8261269888626018,-0.9402942287157682,-0.17269230548968675,1.1706121857457144,0.2405260478049633,-1.5841354481769396,-1.6638502234245371,0.5701194360027789
13,1.3077605365804585,508.2839680626078,4011.3720435060172,10730.093680402213,113.34978528007505,8.144538010308636,0.0004736829828909,0.02562150768731795,-0.256147037974339,-0.17920272219974806,1.083229133465471,-0.881401658314968,0.6277865574521421,-0.6782056425008839,0.9428787445751177,-0.8521521322416069,-1.5168514282271026,0.9038976755218984,0.6178116674646421,-2.599973862434549,-1.153645205824772,-1.9940579181234304,0.5130833356263071,-0.25342748050608044,0.10532795783751639,0.9994359991391721,-2.11090764360095,1.8027534147796378
14,1.2975755503383637,509.346408946843,3988.917675720075,10782.189484255801,119.69756868738074,7.253747907360794,0.00045166350227817607,0.836309757306935,0.5969182560073838,0.3123936504000923,-0.6364223893958684,0.38874446112075983,0.07293434472597413,-0.5222831217801904,0.3213750270645056,-1.5171670736310934,1.4851716479513484,1.0175762764264273,1.6850975685680178,0.06455598291817226,0.6309209710876916,0.2968192821868736,-0.7336698447668849,-1.6761845691476487,-0.24053354558165096,0.5772161501578978,1.3616884926519333,-0.041105813637942995
15,1.310129086746836,510.3170627417289,4009.5300190059565,10736.424344091965,115.24162238892607,6.961145892602123,0.00044032084355157686,-0.37903205235451864,-3.2873506614856742,0.8455349818200614,0.7514941320832468,-0.44926324612571716,0.24519950932809698,0.24404020110598024,0.8417342840835405,0.8485337454152126,0.4492842724335125,0.6895872313571714,-0.41857819599138457,-0.7704189560270684,-0.3179784623309344,-1.2815427501990353,-0.5640756280949858,-0.1494649558327804,-1.177967652099611,-0.5483540065239793,-0.37159820127322885,-1.2400362598525572
16,1.3012602863163514,508.26473494638066,4147.06398702337,10661.713206616349,125.92300054880752,6.543273096187532,0.0004359419266077158,-0.4707988945977953,0.6603383745707678,0.07081025664035798,-0.9614340286372717,-1.3916124323383394,1.2830331575646943,-1.210554940752235,-0.4760169307658023,-0.10011663705140715,1.0115104484225224,0.3798692179063991,2.2415972717644994,2.084793374668137,0.7586867233675832,-1.239919704796832,-0.2751622655543349,-0.6755838182630033,-1.0438716455792993,0.040907686713498446,0.036172284220396145,-0.36994717540688726
17,1.3040432709628063,507.8063332915089,4155.784145558754,10719.582369955477,119.735572341541,7.535970600285045,0.00043288602304498,0.7380996264579504,0.6835459059160226,0.7651214108330533,0.17343282844311955,-0.31922742607533655,1.508374603344381,0.5007067391083376,-0.8219900654058081,-1.2292630340900146,-0.09834862027996495,0.7414244213151985,-1.6885460519337203,0.9697769510235165,-0.0053651447991760115,3.726359713652931,-1.0549400432754212,-1.2070936390577467,0.7749793948012828,0.2862096552337698,0.22592751951634787,0.468623156827216
18,1.3075803642883035,506.9649786265524,4140.149437796214,10685.78501685317,119.48554433232513,7.290168235775852,0.00047339890046081386,0.32651434484532665,0.2469324204490722,-0.37005527077108324,-1.7664611040401212,0.7381027709289056,0.8667385978926845,-0.09486964729496154,-1.1932028632787892,-2.1374393972140835,-2.067937017837197,0.5444946591018486,-0.534214664309756,0.31575856262182106,0.9297590779115853,0.8485784921734345,-1.1767808166350293,0.23726077102733434,-0.18167273761083322,0.27255069274547905,0.7467522691280051,0.8032780692039047
19,1.314427840353134,510.4537118951739,4108.371741160437,10695.297539748008,119.16261296121682,8.009414266229388,0.00043699781764865793,1.9043491210256365,1.8732601140386902,0.9459243588457182,0.019014796421880694,-2.1182632309304394,-1.9341148775109112,-0.8550784611827545,1.8142613214755854,-1.163582971317492,2.0631761358992042,0.41649930827329923,-0.6215290565843259,0.5217488334950379,-0.21777398814217935,-0.44593338635685315,-0.1118614292117555,0.23231062587448217,-0.5494529868996086,0.9447692535553925,0.3016663164783721,1.388914106331684
20,1.3158528475824343,507.74249419999325,4167.628766439475,10714.725768998172,120.6666717317176,7.626244822616276,0.00046909320081140436,-0.9646452616385037,-0.7611952207650575,1.3428710810062077,0.22361329313577233,1.2604995949740743,0.01850515357710509,0.1907873417197441,0.4692919691105052,-0.9429339261809042,0.13389833252887523,1.1279599662282314,0.517310314328087,-1.2865128433791921,-1.4335340505591052,-0.8448275176935883,0.5607652456204965,0.28272118423325704,-1.1828874048917366,-0.9827768462718556,0.5527647498200392,0.42683062445489567
21,1.312455054910827,508.17364099692855,4035.477996982717,10659.722031104313,124.8944420064766,7.6800030395604235,0.0004770641853828284,0.7711438513604001,0.23033136728649448,0.4340636724369517,0.12365496874827678,0.34495458633828274,1.0948767800329091,1.208149025027823,-1.3777391569228272,0.21322897461021373,-0.28816775507393694,1.809044100499092,1.5220288906332926,1.5994161803320937,-0.037634387527116356,-0.5732833545090958,-1.2059626731295188,-1.004319616863448,1.0870601170586105,0.006046424097306662,-1.624372719857141,0.9433336710463432
22,1.2873729647792036,509.0935215479355,4068.4131758669173,10747.04732809671,109.10864603161266,7.3084933497777165,0.00046586146203475283,-0.27526187059606955,-0.05122749364950777,-0.10227093686624499,-0.9349735802720502,-1.0704675643294292,0.15765422701421514,-0.1976129278424455,-2.134045435486238,0.9084628146504322,0.5822490549707954,-1.2839175237173146,1.0930315737066365,-0.1717488064187805,-1.2958038425938858,-1.0626238870271072,0.8879246036341198,0.9853314969408955,1.3033395316738492,-1.333138989554648,-0.6456781351869745,0.6351723995551174
23,1.3130560828177755,508.43193986476456,3864.8446695913526,10644.415010226217,117.20818647314935,7.20397586201719,0.0004505010886383415,-0.20740666804600832,-1.0335286036732827,1.0557870984195235,-0.07825278604302226,-0.6102099329879612,-1.1318917500575667,0.4199270120842266,1.919093132875056,0.3609549622580663,-0.21860583520374155,0.5906920619411209,0.0829657616790708,-0.7771799213595258,0.4630510864111699,0.519634769694304,-0.024543729638277743,0.5199676611171684,-1.7934455166507237,-1.0917498284861673,1.225318004749475,-0.24372211903691415
24,1.3002841778018934,507.26664949757986,4129.780505324893,10765.43395424434,120.13583539611476,7.278044093387612,0.00043935344755271843,-0.12725739474407377,0.5374580402957521,0.5475687755261645,0.431148227693495,1.1116046326888642,0.7347987858537481,0.08662887774707419,1.177434146373831,0.27015151937588583,-0.40562673238464003,-0.1322400187642841,-1.0936105664207374,-0.25799737162431663,1.0462833046744595,0.4632106382206505,0.4105384500730238,0.7927778243617886,-0.38777225465368004,-0.22374481929333528,0.3330872743806948,-0.7574632349376837
25,1.3221188236122121,509.84544843753156,4226.614055495296,10725.55480492702,118.65035049177013,8.551423737898626,0.00046365692981392286,-1.9443863121252587,-0.4623457788284861,-0.647927661619018,1.3384466637983703,0.4940382421922548,-0.08635408281283684,-1.0295145153698217,1.3989335298555492,0.38981978975260995,-0.6699563442164977,-1.2453076397433742,-0.17009101793542925,0.6207052895877538,0.4428877490686933,0.8018321841886388,-1.3147155896194198,-1.6051189723856436,-0.4359265504251817,-0.8265245823115835,-0.053873851460928664,-1.1159901685446192
26,1.308554578374697,508.6062252812706,4115.123641376974,10792.347977214578,127.13504117118505,7.86046037795263,0.00043872365839400167,2.2310389760643456,-1.998676712487667,-1.022348390321368,-1.070251734495629,0.4176225875241752,0.13147750285167026,-1.3113421694467504,0.19131330878391137,0.45355297354574864,-0.4622988236003415,-0.1982049003470553,-0.8154484450268464,-0.006278826717633185,1.7135452327212555,0.16126298218156376,-0.9686047868964232,1.3814267085028038,0.12424460147899855,0.710244771800095,1.942685393198575,-0.3298406534454488
27,1.3200006824293933,511.08575502463714,3956.842735759212,10726.88286061589,117.58351549501879,6.794985773405145,0.00042774707587067527,0.43311385885420867,-0.8820437017112296,0.04429957119016412,-1.4355601996954555,-0.034582943820072404,-2.2428585620906216,0.14776494836293005,-0.5638667808058395,0.026653125764723437,-1.6913510070991291,-0.5576256631376827,0.9401692657166939,-0.06181442166695389,-0.10504454722255531,0.07543628837337679,0.25564880942500273,0.3730071241745234,0.4587814443654716,2.1263027341556944,-0.7082442801470736,2.2608123589298224
28,1.310650254650283,509.14338069449263,4124.334190378422,10750.995483889454,118.25299030681482,7.708841196565276,0.0004544668203277392,-0.15116906358014745,0.44683263467933726,-1.4667515115406526,2.5418775373175,-0.243158842994853,-1.514965063903312,0.5332818009195545,1.0898210672716377,-0.29035595858296537,1.6742660536916305,-0.4286188796743587,-0.6854216153444549,0.6854588371276797,-0.41304731359169294,1.0088239030772406,0.7514908444895005,-0.61184579374191,-0.8082336650066151,-1.3942401204313535,-0.4902440478083377,-0.6477867758733037
29,1.3180698079349966,508.8407684493308,3934.3271446005115,10769.786664431267,118.04281837069206,7.4457879479060685,0.00046716437460764883,0.11693319066174966,-1.6104270019044158,-0.7910771779744874,-1.2575530338962608,0.9896806086018215,1.1910158633419945,1.3602482417979829,-0.11582378698946735,1.0576622885967422,0.3805601696916076,-0.8984734101831393,1.4922526354334444,-0.9513694709721936,0.5349168687363818,-1.178469535784279,1.3249715482325048,-0.40025192697353273,-1.020438059430147,1.2735269604915116,-0.5544379861580989,0.9802968507012654
30,1.3117272626261058,509.4096134458235,4094.588067758002,10776.048845808531,113.95625100557871,7.055121109240193,0.0004445551953501746,-0.5591027695683829,0.3491208081659817,0.26143769931312233,1.6596009215223306,-0.5519989562392572,2.03126535080845,-1.1773135701694333,-0.6854282027773324,-1.9910844461886015,1.1219263655900513,0.20171678129426024,0.8082787640453467,0.1769787195703648,0.34119783087535227,-1.6610715615291571,-0.5496267549186198,0.13912249313050412,-1.2949700711383219,-0.7192671009645422,0.7954425811896485,-1.5645016239545397
31,1.3175340292728352,509.5460579100694,4278.5780453359475,10689.769406397443,111.70976907628928,7.553072483787935,0.0004453506148602955,-1.4127008484945787,0.3874338691732007,-1.656294276310345,-0.203210990758797,2.121488430486906,-0.18492636469551912,-0.4690193931338633,1.2120456962486577,1.462435717175295,-2.1576016053347216,-0.8722067361634046,0.23586160384420934,0.43734157839378945,0.15992623997823108,0.6607290200198891,0.026089702949813633,-1.076699524387731,1.1580697483382458,-0.41367177361418517,-0.8435806804800327,1.1135002808414742
32,1.3023518933208327,509.5871451251973,4072.9360018693033,10784.75044461065,123.90276137028208,6.979366210787192,0.00048192183919332275,0.6821970173468649,-0.20875818198553017,-1.2236476849709024,0.6139269444581955,0.10638885717840661,-1.0632523495302486,0.01167978967687325,0.5685570114095739,1.7234019119869233,-0.2758290242798534,-1.9602735860481202,0.41672946188879734,0.8800478813503078,-0.4297547780667781,-1.4652903333321716,-0.08582445457733896,-0.4414985899141715,1.7404563249137626,-0.041119637586610906,0.5051030604776803,-1.0146181767661602
33,1.3241529498548903,509.21793149127654,4161.237644607482,10652.171238512547,112.18303682024843,6.893614796354987,0.0004625553391009984,-0.6362417087522025,1.2162280540595054,-0.5942196396343377,0.9119178363727625,0.5983933592082549,-0.11110337608924983,0.2295354004121822,-0.35183670816791834,1.213940588397239,0.4979929004981558,-0.7519238874138587,0.6947171647642835,-0.8414546214911944,-2.9680774803140038,0.2524092975895497,0.1469951746985697,-0.14586850336605162,0.01835228385367978,0.39442495847355064,-0.25963683711230456,-0.004764140146169529
34,1.309027960035218,509.72708376146653,4175.8706413890895,10699.66597686164,116.89531843619761,6.676875037425823,0.0004351141433206965,0.37443414495123095,0.7435764119720112,1.6943833062017455,-0.30416196825168085,-0.3393390242377426,0.2841443459778984,0.7385666354929227,0.7448449435765909,2.8406170417511514,-0.13330696785493892,-0.34690248602020424,-0.926991520944123,0.35627171337817515,1.4979056757595774,0.7429960206682191,1.6996830283514253,1.213967108430683,0.17238138036264797,-0.8936769121496326,1.4461667340609106,1.0555477803169737
35,1.2968571793280375,508.3422892511763,4054.658730923373,10743.00290510759,115.60517619986247,7.662104833633926,0.0004315373004342963,-1.341863952681316,-0.3288336456104159,1.616683555235746,0.09524745087957073,1.647739429264846,-1.7143117643915846,2.1922757262380976,-1.3636185116638002,-0.7001774515539766,0.178981183995905,0.33525344770909377,-1.409349662234796,-0.3422218278666573,1.0087594104002526,-0.09511578931572341,0.20775772942195414,-0.006282736269836615,0.5194337803672163,-0.338458818063229,0.6209497743869032,0.18771225128439953
36,1.3060672493375154,508.95138167195097,4101.891940267281,10828.165285410872,111.03627343314585,6.729374906108426,0.00045908022735783823,1.611467614200234,-0.18055330589772564,0.004960432880082487,-0.24053589859778857,-0.9562698548066862,-1.3709438302553894,-0.056935953520226686,0.1152117378769299,1.1242276713748707,0.7877092570817663,-1.621666191596343,-0.23269928221417868,-0.7052886054633914,1.366147116889925,0.2007203720860425,-2.2009929854285497,-0.056079875000184735,-0.6827700123733579,-2.034919350669962,0.607163368647665,-1.7236054616477157
37,1.2996626534356512,508.50238043810407,3984.1891857471483,10723.455158187455,116.50951510411733,7.140996400892133,0.0004906831010457925,-1.0883159621246272,-1.3003103616277105,0.33751633595955494,-0.5418982562943793,0.2787299644618679,1.108137733481759,-1.7712280176129354,-0.3080815155348375,1.2947979965684262,2.3195310246502996,-0.5673229909122012,-0.001345909617539257,1.3686105067754528,-0.988895439403845,1.8480259207562209,1.0354503860192712,-0.5355653383796267,-2.034012236089781,-0.24330670160379317,0.9129521336514574,0.5519277638369322
38,1.3256212563885976,508.8217317139098,4024.1602298332323,10709.732609482826,114.3224124473576,8.0444347478908,0.00042869842093927306,0.5439119820347293,-0.5580163586769991,-0.027797542900424566,0.6969280872619953,-0.1740662419012795,-0.9284488620112767,0.36381655093310145,-0.9577952431822329,-0.008143096947829631,0.740736399945556,0.7970197088531438,0.9717731434262665,0.2188511990403018,1.2376324644624563,0.71113737289227,0.9394339595491673,0.899880759977856,-0.9171665923123002,-1.8030436446219325,-0.20304436352720778,-0.23443262642066715
39,1.2898945148316714,508.5431496884926,4047.6038162556865,10757.591580161985,120.85504060840275,8.285792465214602,0.00042551371663788974,0.4648819674169672,0.8782728937689481,0.38629315193866975,1.894295961850743,0.15334166595603718,-0.646970961141542,-0.1762420982842991,-0.7263016800345249,0.13658987965331892,-0.5306911901964613,-1.638863684274349,-0.724424632695233,-0.6141512320601957,1.4899509820162216,-0.6645539360835221,-1.9292453405689134,1.0765015944645746,0.21348942067264112,0.6415781205837162,-0.08020459492842401,-1.3940038197236828
40,1.3016841997408763,507.69735267075646,4132.307756972533,10762.641991466193,121.12448490321404,7.510807475964783,0.0004464149981376519,-2.1594437551796974,0.06454417894254989,-0.2765890602356565,-0.8022469026031099,0.9429321433787959,-0.739336852268405,-1.3817969264840764,-0.18901306220702663,0.5676199888375337,-0.6499918974833484,1.0857994806546911,0.8545419189957345,-0.500044499758911,-0.8632260328441975,0.9411146266638784,-0.017515030866048997,0.3423434758926333,2.0020770523223956,-0.28194859837954245,0.7113178186158813,0.7145523801301746
41,1.3067894436679435,509.82210834088096,4004.6509106754424,10742.05046976148,119.31577527197945,6.876683191982677,0.00044340812093497125,1.139263775799208,0.4966081055542473,-0.12553723881600845,-0.846098797584808,1.5653667131571805,0.664139543580631,-0.36910436450292194,-0.39419453670390364,0.9649974470639285,0.8782748863231481,-1.0710162099114067,0.7330673647328435,-0.5514032491839512,0.2530870445177384,-1.5502435441530211,-0.8141756878913521,2.0225197861031936,2.3439563291813967,0.08165230355263303,0.2476978348124323,1.8269662889282774
42,1.3189508224647064,507.41575182409224,4088.3974349730775,10732.760706697969,118.32983036784037,6.272634885404228,0.00045307393118238794,1.3142307136615436,-0.6096494454294538,-1.353836072060911,-0.14960251012813763,1.281174544832311,-1.4061517203992837,-0.9977732731929937,-0.4393077084769939,-0.7855846832561029,-0.6090084471612961,0.010609004020946321,0.48913469155607747,1.094869530550953,0.66652591742628,-0.34583955578331976,1.406997308325252,0.5091557462286537,-0.0937144408642957,-0.438575030612858,2.214358057856022,-0.11193831346608328
43,1.322981347541399,510.06660206909316,4078.5841004564054,10733.628502798336,122.95441473395337,6.383886850748862,0.0004533022030549097,0.019534866409767874,1.6663383522715507,-0.9243487068706058,-0.12645728431567627,0.2239644403102714,0.22186007276674252,0.5870960040117965,-0.832972181254354,-0.5511864505221301,0.3658690197062728,-1.4410447845567143,0.1585761211233925,-1.2572654524306839,0.21216098067012543,0.3394497789037572,-0.6124515690872845,0.7472703327096841,0.2902340082802338,0.42522382456829927,-0.3507132321664989,0.0940118857139252
44,1.316658806214632,506.7126584216738,3966.804138486915,10755.579075946405,125.49989442885764,7.464354140637216,0.000441253617544703,0.06551993985717862,0.9839220323259027,1.203005293516274,0.3200738770496653,0.12850778357792406,-0.6940678756265581,0.38644015767453543,-0.9011084392276725,-0.17690569898508926,-0.34585094859712584,0.13835001746642553,-2.3055254146514654,-0.9942592651917074,2.184521377268108,1.5335639534513532,1.1256031681995864,-1.455604128080768,-0.049737330551915086,-0.5812183140006433,1.0430943467596012,0.20232484377516674
45,1.3155396819392526,508.467670150647,3950.575947718528,10682.173347645943,117.76889706991818,7.477318281097025,0.0004712107269300892,0.21209886693948332,-1.15512536969845,2.2340809225120406,-0.5613215663131083,0.789571406630868,0.5748241024238647,-0.26517879290104596,1.5516285266938183,0.682086263445014,-1.1594874579250107,1.9068744627331056,-1.147551567860232,0.12519796273094666,-1.7546857022579387,-0.46235885703855467,-0.382207852372154,0.17060726506492319,1.4543289419039178,-0.6673774588933797,1.106772567494961,0.05578214659819487
46,1.305276405005728,509.99702588298226,3977.6094754720607,10679.311369650146,118.9601999432992,6.832534947575004,0.000414420725662479,0.5691511908346493,0.00695153296809844,0.77680347902812,0.9695363913129322,0.063432252848218,0.3335140762608702,-0.12501570686393892,0.5128978700557872,0.31296741384777577,0.6195195399711095,0.10071592190526286,0.35887755369024127,0.5609542116330879,0.10700223294286096,1.8106491543753769,0.3327533148532497,-0.8269891204959616,0.9317413353272573,-1.2014505744899049,-1.467681394809796,0.1264495383809287
47,1.3171993050963917,509.48448963799206,4046.177294054165,10808.360259178813,116.81723300675756,8.193854990557524,0.0004519985404082075,-1.6799865611081757,-0.08104134572651758,-0.2818379537487524,0.3989503756633427,-0.12556778441607075,-0.24044739392191408,1.5634338004830184,-1.785281231668962,0.6333180816189106,0.5145684106948082,-0.7842594256292474,-0.4800709716192919,-0.0968298031019838,-0.734344505518844,-0.300443382702473,0.7764373364594299,-0.48645359149966483,-2.1871105242133018,1.0712371195196781,0.1704585035341682,-0.5123176795954137
48,1.314064661724769,508.0384500414753,3872.0949120308687,10712.901297948,115.39100307434066,7.169230769500356,0.00044712023096098934,-0.525639225250027,1.3903322973923333,-1.884918569325778,0.34306558746178345,0.6523654902572708,0.42341114907041444,-0.7688464428025971,0.8073619516573484,-1.7380264027705776,0.6710468745279554,-2.2967208945913407,-0.5852320038824882,1.1017255988804546,0.04893424879022706,-0.01664437910201223,0.29819565039451673,-0.9535275692188067,-1.4863183822285395,-0.865958072003974,0.8636431803935175,-1.9298365829661264
49,1.3083077167394257,507.5413143682104,3817.7248444898564,10672.475486446907,114.7943694585831,7.060816730184785,0.0004648518375214978,-0.6912048406189725,0.924460825853014,0.4982546364201303,-0.3675229980487833,-1.2012905751063168,1.444888604212473,1.37646094400856,-0.08737259471651644,-1.2974973833679715,1.0449052781978885,0.8685928672496273,0.11414536430672659,1.3751563173601888,-0.13724754649539747,-0.6294798041063239,1.2138581593350064,-0.8459589289719928,-0.8442834598218313,0.5372802788805772,-0.9936856365537186,0.3082776661910173
50,1.298428597970673,508.3694373783586,4026.2600833527526,10697.1592225575,123.10838524772439,7.965321820112672,0.0004501342721876411,0.9562592897166017,0.7717622424875711,1.136046812845253,-0.733835179958474,-1.7554003842861077,2.741917166666506,1.1227448832190627,0.07047855580261216,-0.561023902558275,-0.7841637279530664,1.4888357124718095,1.2490197250657407,3.2925376893132787,-0.9010716292921299,1.1729138539559882,-1.5015756153214603,-0.3049844461072948,1.0083005715216597,0.46974758458298,1.7105384926689726,-0.9177781977349353
51,1.3048981770937786,509.3012765402394,3941.4539486994718,10728.89282584063,121.56657492405813,6.94143627281898,0.0004489921405459454,-0.06224522129840638,0.3068507931483697,-0.8320139038388255,-1.827851687333096,-0.8044937530640995,1.0175981483169847,0.6602711283526961,-0.23191787006739942,1.9953928197482664,-0.16012547933452181,-0.499208551409956,-0.06710539866075503,0.2699064090380422,-0.615116587419277,-0.06208697882378371,0.10340746605889706,-0.0899910148038745,-0.20077610131319854,-0.6338567913315759,-0.7771754494341223,-2.4090077943492036
52,1.320609076041265,508.21708756680187,4185.932287695107,10759.554317857086,112.90558106002744,7.904204591532316,0.0004203864533146491,-1.2492546907086333,1.0323763093166007,0.6676068800375232,-0.6825283426099702,-2.7654329244043505,-0.4302618631915182,0.3061161920658501,0.02273903144977099,-0.6553725181271198,0.2976268409705388,-0.9575209896875162,-1.0097342226945165,0.05148974119610519,0.3157488649340666,1.2197374175247324,2.311301134472577,-2.9505289408212554,0.8717821792626267,0.33439963897400526,0.9757233193692462,-0.3168132770661828
